iter	Passed	Remaining
329	10218634	20746925
330	10249181	20715112
331	10280729	20685323
332	10311143	20653251
333	10341382	20620840
334	10371862	20588921
335	10402352	20557029
336	10432923	20525306
337	10464268	20495106
338	10494679	20463076
339	10525292	20431449
340	10556952	20401853
341	10587685	20370459
342	10617889	20338057
343	10649924	20309159
344	10681963	20280249
345	10713137	20249686
346	10743263	20217150
347	10773831	20185454
348	10804680	20154290
349	10836371	20124690
350	10867923	20094820
351	10897864	20061977
352	10927881	20029290
353	10958497	19997710
354	10988750	19965477
355	11019081	19933394
356	11050504	19903289
357	11080552	19870712
358	11111340	19839468
359	11141793	19807632
360	11172846	19776866
361	11203084	19744661
362	11235033	19715471
363	11265574	19683805
364	11295865	19651710
365	11326019	19619388
366	11356978	19588467
367	11386878	19555725
368	11418825	19526501
369	11449239	19494651
370	11479681	19462857
371	11509687	19430332
372	11540695	19399507
373	11571587	19368485
374	11603440	19339068
375	11633698	19306988
376	11663980	19274959
377	11694548	19243411
378	11725478	19212459
379	11756228	19181215
380	11787196	19150326
381	11818462	19119921
382	11849415	19089006
383	11879906	19057350
384	11910631	19026073
385	11941203	18994556
386	11971619	18962798
387	12003414	18933221
388	12034118	18901919
389	12064173	18869604
390	12094090	18837087
391	12123908	18804429
392	12154007	18772220
393	12185481	18742136
394	12216360	18711135
395	12247544	18680598
396	12278305	18649416
397	12309563	18618988
398	12340474	18588033
399	12372287	18558431
400	12402332	18526178
401	12433216	18495183
402	12464355	18464565
403	12494433	18432382
404	12524878	18400747
405	12556786	18371258
406	12588748	18341837
407	12620222	18311694
408	12651036	18280592
409	12682022	18249740
410	12712117	18217609
411	12743882	18187870
412	12775196	18157482
413	12806500	18127075
414	12837538	18096289
415	12867887	18064534
416	12898654	18033370
417	12930522	18003742
418	12962928	17974848
419	12993437	17943318
420	13024185	17912122
421	13055228	17881331
422	13085995	17850163
423	13116812	17819066
424	13147665	17788018
425	13177880	17756111
426	13208825	17725192
427	13239188	17693495
428	13270600	17663200
429	13300957	17631501
430	13332859	17601849
431	13362823	17569637
432	13393252	17538046
433	13423017	17505594
434	13453691	17474334
435	13484091	17442723
436	13515243	17412086
437	13546452	17381520
438	13576772	17349816
439	13607043	17318055
440	13637442	17286463
441	13668412	17255597
442	13701739	17227695
443	13732933	17197096
444	13764017	17166358
445	13794505	17134879
446	13824762	17103118
447	13855907	17072457
448	13887270	17042061
449	13917773	17010612
450	13948049	16978889
451	13979657	16948788
452	14010303	16917518
453	14040838	16886118
454	14072051	16855534
455	14102651	16824216
456	14133340	16793006
457	14163725	16761438
458	14194130	16729900
459	14224779	16698654
460	14255456	16667442
461	14286280	16636404
462	14316538	16604710
463	14346945	16573196
464	14377710	16542096
465	14408446	16510966
466	14438882	16479495
467	14470803	16449716
468	14500996	16417972
469	14531450	16386528
470	14562664	16355943
471	14593395	16324815
472	14623554	16293051
473	14655737	16263540
474	14686328	16232257
475	14717166	16201250
476	14747500	16169690
477	14777546	16137822
478	14808026	16106433
479	14840268	16076957
480	14870806	16045631
481	14901656	16014642
482	14932367	15983506
483	14962986	15952274
484	14993381	15920806
485	15025528	15891197
486	15056133	15859952
487	15087734	15829754
488	15117845	15797993
489	15148225	15766520
490	15178881	15735337
491	15210434	15705082
492	15241561	15674384
493	15272131	15643114
494	15303337	15612495
495	15334871	15582207
496	15366056	15551562
497	15397555	15521230
498	15428534	15490372
499	15459137	15459137
500	15490804	15428964
501	15521149	15397474
502	15551430	15365926
503	15582231	15334894
504	15613621	15304441
505	15644326	15273314
506	15674938	15242100
507	15705994	15211317
508	15736917	15180405
509	15767283	15148958
510	15799487	15119274
511	15830654	15088592
512	15861627	15057724
513	15890962	15025307
514	15919429	14992084
515	15948359	14959314
516	15978073	14927291
517	16006612	14894184
518	16035295	14861227
519	16064400	14828677
520	16093053	14795725
521	16121627	14762715
522	16151604	14731004
523	16181662	14699372
524	16210657	14666785
525	16239747	14634297
526	16268495	14601515
527	16297526	14569001
528	16326263	14536238
529	16356807	14505093
530	16385751	14472537
531	16414734	14440029
532	16443687	14407508
533	16473756	14375975
534	16502579	14343363
535	16531656	14310986
536	16562597	14280228
537	16591348	14247589
538	16620238	14215083
539	16648632	14182168
540	16677681	14149825
541	16706749	14117511
542	16737225	14086394
543	16766071	14053913
544	16795497	14021929
545	16824918	13989950
546	16854297	13957946
547	16883264	13925612
548	16912059	13893149
549	16941590	13861301
550	16970568	13829011
551	16999104	13796374
552	17027766	13763854
553	17056264	13731216
554	17084959	13698751
555	17114610	13667062
556	17143640	13634887
557	17172241	13602384
558	17201001	13570020
559	17229756	13537665
560	17258925	13505647
561	17288538	13473985
562	17318294	13442441
563	17346876	13409996
564	17375837	13377857
565	17404525	13345519
566	17433378	13313320
567	17462302	13281187
568	17492343	13249912
569	17520657	13217337
570	17549063	13184848
571	17578212	13152928
572	17606805	13120603
573	17635765	13088564
574	17664918	13056679
575	17695592	13025922
576	17728177	12996566
577	17761259	12967563
578	17790959	12936086
579	17820265	12904330
580	17849277	12872370
581	17879746	12841467
582	17908611	12809418
583	17937250	12777219
584	17966212	12745261
585	17995139	12713290
586	18023663	12681044
587	18053438	12649688
588	18082784	12618037
589	18111830	12586186
590	18140765	12554269
591	18169681	12522347
592	18198426	12490319
593	18227063	12458228
594	18256947	12426997
595	18286206	12395347
596	18314916	12363335
597	18343642	12331345
598	18372567	12299498
599	18401365	12267576
600	18430021	12235571
601	18460055	12204488
602	18488681	12172482
603	18518169	12141051
604	18547615	12109600
605	18576128	12077548
606	18605385	12045990
607	18635572	12015040
608	18664803	11983478
609	18694136	11951989
610	18722833	11920101
611	18751070	11887933
612	18779796	11856086
613	18808599	11824298
614	18839721	11793972
615	18868712	11762314
616	18897892	11730782
617	18926573	11698949
618	18955678	11667388
619	18984620	11635734
620	19014287	11604532
621	19043536	11573081
622	19072750	11541616
623	19101445	11509845
624	19130402	11478241
625	19158960	11446407
626	19187981	11414859
627	19217179	11383424
628	19245855	11351688
629	19275106	11320300
630	19304003	11288712
631	19332590	11256951
632	19361347	11225299
633	19391111	11194237
634	19420425	11162921
635	19449908	11131708
636	19485474	11103967
637	19521211	11076298
638	19546185	11042524
639	19572065	11009286
640	19596044	10975007
641	19621220	10941428
642	19646322	10907833
643	19671342	10874220
644	19696488	10840702
645	19721572	10807177
646	19746847	10773782
647	19771396	10740018
648	19795239	10705899
649	19817057	10670723
650	19838739	10635514
651	19860856	10600580
652	19883059	10565729
653	19906316	10531476
654	19929639	10497291
655	19952643	10462971
656	19976081	10428913
657	19999457	10394855
658	20022876	10360851
659	20046321	10326892
660	20070436	10293310
661	20094282	10259618
662	20117187	10225478
663	20140834	10191747
664	20164358	10157984
665	20187552	10124087
666	20211026	10090362
667	20234146	10056492
668	20257893	10022963
669	20281478	9989384
670	20305313	9955958
671	20329373	9922670
672	20353068	9889232
673	20377371	9856117
674	20403786	9824045
675	20431434	9792580
676	20459147	9761159
677	20482684	9727764
678	20506606	9694581
679	20532155	9662190
680	20559698	9630754
681	20589213	9600249
682	20617701	9569270
683	20643558	9537082
684	20666843	9503730
685	20691498	9471035
686	20718034	9439221
687	20747307	9408662
688	20777549	9378545
689	20809993	9349417
690	20841364	9319799
691	20869885	9288908
692	20899873	9258674
693	20930175	9228578
694	20960112	9198322
695	20987393	9166907
696	21013185	9134857
697	21041389	9103867
698	21071179	9073569
699	21101787	9043623
700	21132129	9013561
701	21163142	8983784
702	21193538	8953742
703	21225507	8924361
704	21255844	8894289
705	21286422	8864317
706	21318317	8834889
707	21348724	8804840
708	21379029	8774749
709	21410716	8745222
710	21441145	8715177
711	21471014	8684904
712	21501472	8654870
713	21532101	8624903
714	21562356	8594785
715	21593472	8565008
716	21623987	8534990
717	21654226	8504863
718	21684361	8474694
719	21714918	8444690
720	21745067	8414526
721	21776157	8384725
722	21806480	8354626
723	21836805	8324528
724	21866846	8294321
725	21897582	8264376
726	21928525	8234508
727	21959352	8204593
728	21990690	8174865
729	22021299	8144864
730	22051634	8114760
731	22081922	8084638
732	22112607	8054660
733	22143624	8024801
734	22175089	7995100
735	22206164	7965254
736	22236736	7935226
737	22267378	7905221
738	22297766	7875124
739	22328069	7844997
740	22359351	7815212
741	22389759	7785118
742	22420416	7755110
743	22450619	7724944
744	22481100	7694873
745	22511728	7664851
746	22543659	7635268
747	22574191	7605208
748	22604357	7575025
749	22634563	7544854
750	22665117	7514799
751	22695898	7484817
752	22727502	7455103
753	22758070	7425046
754	22788400	7394911
755	22818928	7364839
756	22849361	7334735
757	22879620	7304575
758	22910395	7274578
759	22941457	7244670
760	22971812	7214537
761	23002723	7184577
762	23033344	7154525
763	23063815	7124424
764	23095020	7094548
765	23127343	7065011
766	23157985	7034955
767	23188137	7004749
768	23218200	6974517
769	23248282	6944292
770	23278480	6914101
771	23309690	6884209
772	23340199	6854107
773	23370660	6823991
774	23401606	6794014
775	23432329	6763971
776	23463052	6733926
777	23494169	6703991
778	23524778	6673910
779	23555486	6643855
780	23586143	6613784
781	23616456	6583615
782	23647098	6553538
783	23678182	6523580
784	23709281	6493624
785	23740498	6463698
786	23771172	6433620
787	23801810	6403532
788	23832411	6373433
789	23862865	6343293
790	23894316	6313416
791	23924330	6283157
792	23954783	6253014
793	23987243	6223390
794	24017593	6193215
795	24048338	6163141
796	24079974	6133293
797	24110149	6103070
798	24140774	6072960
799	24171209	6042802
800	24201236	6012541
801	24231323	5982296
802	24263161	5952481
803	24293548	5922307
804	24324339	5892231
805	24354545	5862012
806	24384787	5831801
807	24415358	5801669
808	24446242	5771609
809	24476614	5741428
810	24507483	5711361
811	24537168	5681019
812	24567632	5650857
813	24598360	5620755
814	24629028	5590638
815	24659633	5560505
816	24690398	5530407
817	24721120	5500298
818	24751212	5470048
819	24781041	5439740
820	24812070	5409696
821	24843505	5379737
822	24874598	5349700
823	24905353	5319590
824	24936632	5289588
825	24966932	5259378
826	24997127	5229145
827	25028536	5199164
828	25059190	5169024
829	25090211	5138959
830	25120985	5108840
831	25151063	5078580
832	25181801	5048452
833	25213589	5018532
834	25244285	4988391
835	25274608	4958176
836	25304922	4927959
837	25335339	4897762
838	25365601	4867534
839	25396654	4837457
840	25427584	4807355
841	25457552	4777070
842	25488259	4746923
843	25519917	4716951
844	25550351	4686750
845	25581679	4656712
846	25611963	4626482
847	25642173	4596238
848	25672812	4566071
849	25703558	4535922
850	25734024	4505722
851	25764902	4475593
852	25795436	4445403
853	25826609	4415321
854	25857234	4385145
855	25887721	4354943
856	25918140	4324730
857	25948889	4294571
858	25979995	4264469
859	26010322	4234238
860	26040509	4203984
861	26070679	4173728
862	26101716	4143609
863	26132033	4113375
864	26163711	4083353
865	26194371	4053170
866	26224535	4022910
867	26254409	3992606
868	26284980	3962407
869	26315476	3932197
870	26347344	3902190
871	26377577	3871937
872	26408493	3841785
873	26438670	3811524
874	26469423	3781346
875	26500108	3751156
876	26531273	3721033
877	26561693	3690804
878	26592210	3660588
879	26622544	3630346
880	26653614	3600204
881	26684478	3570032
882	26715722	3539908
883	26747431	3509843
884	26777725	3479591
885	26808415	3449389
886	26838344	3419090
887	26868554	3388826
888	26898443	3358523
889	26929663	3328385
890	26959802	3298112
891	26990457	3267902
892	27021423	3237729
893	27052216	3207533
894	27082587	3177286
895	27114180	3147181
896	27144924	3116975
897	27175717	3086774
898	27205669	3056476
899	27236247	3026249
900	27266879	2996027
901	27298077	2965866
902	27328842	2935656
903	27359656	2905450
904	27390174	2875211
905	27420445	2844946
906	27450667	2814677
907	27481652	2784484
908	27512521	2754278
909	27542439	2723977
910	27573216	2693761
911	27603551	2663500
912	27633829	2633234
913	27664482	2603003
914	27695682	2572822
915	27726134	2542571
916	27756658	2512325
917	27786837	2482048
918	27817492	2451813
919	27848050	2421569
920	27879796	2391426
921	27910627	2361202
922	27940745	2330918
923	27971235	2300664
924	28002140	2270443
925	28032410	2240171
926	28064155	2210014
927	28094584	2179752
928	28124969	2149486
929	28155596	2119238
930	28186272	2088993
931	28217253	2058769
932	28248679	2028576
933	28278568	1998271
934	28309350	1968029
935	28339941	1937773
936	28370677	1907526
937	28401094	1877257
938	28432153	1847030
939	28463315	1816807
940	28494226	1786566
941	28526219	1756391
942	28556686	1726119
943	28587257	1695854
944	28619113	1665662
945	28649302	1635372
946	28679786	1605098
947	28710053	1574813
948	28739879	1544503
949	28770193	1514220
950	28800956	1483960
951	28832795	1453754
952	28863255	1423476
953	28893843	1393204
954	28924269	1362923
955	28955134	1332663
956	28986024	1302402
957	29017816	1272179
958	29047628	1241869
959	29078338	1211597
960	29109018	1181323
961	29139365	1151035
962	29169580	1120741
963	29200928	1090491
964	29231189	1060198
965	29261778	1029917
966	29291999	999623
967	29322235	969330
968	29352256	939029
969	29383547	908769
970	29414251	878489
971	29444278	848189
972	29475129	817912
973	29505510	787621
974	29535899	757330
975	29566854	727053
976	29597519	696768
977	29627930	666476
978	29658273	636183
979	29688476	605887
980	29720094	575618
981	29750988	545333
982	29782933	515065
983	29813499	484772
984	29844634	454486
985	29874738	424184
986	29905659	393894
987	29936185	363597
988	29967536	333309
989	29997885	303008
990	30028882	272714
991	30059088	242412
992	30089903	212114
993	30120841	181815
994	30152928	151522
995	30183195	121217
996	30213512	90913
997	30244465	60610
998	30277273	30307
999	30308635	0
